1   破位了，前期涨幅过大，接下来步入调整周期，34元有一个小的技术支撑，不一定能撑住。,,,,,,,,,,,,
1   请查看私密答案以下为问答私密内容，你已经解锁获得查看权限002518科士达，电气设备板块近期走的比较强势。五日线上方可继续持股，跌破五日线减仓，如果明天创业板大跌会连累中小板个股。600089特变电工，建议减仓为妙。目前上证指数走势较弱，目前的量能无法维系现在的点位，很可能在4000---4400之间震荡，明日很有可能收阴线。下周发新股也不乐观。如果量能继续缩小，很有可能出现二次回调。002004华邦颖泰可持股，如果中小板整体走弱，并且此股破五日线再做减仓也不迟。综上所述 ? ?个人观点 ? ?不做参考 ? ?据此操作 ? ?风险自担 ? ? 股市有风险入市须谨慎,,,,,,,,,,,,
9   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限科士达，深圳的，电气设备股，有充电桩概念。基本面来说新能源汽车产业链未来的增长空间还会放大，充电桩类属于新能源汽车产业链的重中之重，虽然此股的表现不如龙头上海普天，但是此股也在加紧布局充电桩市场。对公司的业绩有着深远的影响。技术面来看日线级别前期冲高后，缩量调整，然后MACD黄白线回归零轴但没有击穿，再度放量，很有可能是二次上攻。三十分钟看呈现多方炮。可持股待涨。,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限市场短期或许有回调，回调后可以逢低买入做中线思路。现在也就只能做做短线。昨日午后买入欧菲光，今日早盘冲高获利卖出。短平快思路。今日机会002465海格通讯 ? ?和000650仁和药业短平快思路 ?不要追高，明日早盘逢高卖出三成仓参与。不要满仓。行情惊心动魄，实力打造经典，成功绝非偶然，一起开拓未来！综上所述 ? ?个人观点 ? ?不做参考 ? ?据此操作 ? ?风险自担 ? ? 股市有风险入市须谨慎,,,,,,,,,,,,
9   你好请看私密答案，一看你这问题就感觉是关注我观点包的朋友以下为问答私密内容，你已经解锁获得查看权限今天大盘跌50点你能盈利恭喜您，我也买入了菲达环保和盾安环境，昨天和今天逢低加仓了万向钱潮。不知道您是不是关注我观点包的。那么直入正题，我的想法是拿到下周三左右逢高获利卖出。这一个在环保板块还是属于白金股的，龙净环保不错但是盘子太大。菲达环保前期也有资金入驻所以我认为还是不错额。环保是我在前天看板块走势认为有走出震荡区间向上突破的可能，如果下周不能获利也不要怪我，毕竟今天还是很强势的。抗跌的。反正80%的概率会走强。大盘调整有限的别害怕，再大跌就可加仓别手软。其他的我感觉生物医药还有可能再度走强，可在市场整体继续调整的时候或者是调整结束反身向上的时候逢低布局。也是短线思路。,,,,,,,,,,,,
9   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限山东矿机是无人机，海源机械是3D打印。都是短线思路。另外两个没跟上也别追了，也是短线思路。周一周二逢高出。,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限康美药业在前天以前还都是不温不火的盘整中，昨天尾盘爆发了。今天尾盘也有拉升，晚上公告要定向增发停牌了，复牌后估计至少要有一个涨停的，持有即可，到时配合量能逢高获利了结。山东矿机明日就可以逢高获利了结。赛升药业是我前期选出来的高送转预期个股，近期表现已经很抢眼了，我也提前就卖出了，不要再入手了，短期要回避近期涨幅较大的个股。高送转炒作并没有结束，直至明天一月份才会结束，你可以在我前期观点中提到的高送转预期个股中，未来一段时间出现日线一笔回调后逢低再度入手。现在不要追高了。,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限新时达，专用设备股，现价接近您的成本价。建议您结合市场下周的周初的走势来决定是去是留。如果周初能够放量上涨打开新空间，就继续持有。如果市场缩量上涨跌跌撞撞的上涨。就要选择减仓或者离场。谨防市场产生中期的一笔回调。,,,,,,,,,,,,
9   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限我认为可以继续持有，恭喜您今天买到涨停板，我今天不想买任何股票，因为想看看明天大盘的走势。至于后市如何操作希望你能结合大盘来，一旦大盘走不好可以选择减仓一部分，如果明天盘中大盘分时线下跌并且下面的量能柱随着放大，就要注意了。继续以3420作为减仓的关键点位。3500这个位置是前期大跌前机构建仓的成本位置，没有那么容易一笔打过去。机构也在选择方向，是打压后再拉升还是一笔打过去。这个时候最好等他走出方向来再选择比较好。就算错过也不要去做接盘侠或者给机构站岗。,,,,,,,,,,,,
9   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限西泵股份是我上周一选出来高送转预期的个股，近期走势还是不错的，只要市场没有大幅度的回调还是可以继续持有的。如果明天市场上攻乏力，就必须减仓，今天我已经在投顾大赛中减仓了，除了短平快的个股。比亚迪一样。不过你要把握好节奏，近期新能源汽车有利好，如果明天市场还上攻或者冲高乏力建议您都减仓。然后等待回调再去对比亚迪做回补。比亚迪一定要盯好，因为在周四周五随时有可能有表现,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限不能再买了，高送转预期个股必须等有了日线级别的回调后再去布局,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限那您应该是赚的可以了，西泵股份已经公布高送转了，高送转的行情还有一波，不过他已经高位了。建议获利了结。,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限哈哈二胎概念，我也做过，我在观点中十一节前专门提到二胎概念会有机会。当时就买的这个，不过10月13号我就卖了，虽然后来又涨了，不惋惜不后悔，因为达到我的预期了，也不可能卖到最高点，同时其他机会有的是。从这个票的走势来看近期一直放量上攻，但是在最近做了一个五分钟级别的箱体震荡，估计如果市场短期不选择回调的话这个股还会有上涨的可能，可以继续持股，如果市场整体有回调的话此股要破箱体下沿了，再15块附近有支撑。你可以结合中小板指数来拟定操作思路。另外创业板估计要休息一下了，近期一直涨幅不高的中小板或许还能表现。,,,,,,,,,,,,
1   你好请看私密观点以下为问答私密内容，你已经解锁获得查看权限建议逢高获利卖出，下周新股申购的风险终于在今天显现出来，一方面是资金的抽血效应，另一方面是股指在10月初以来涨幅不小，在拉升的同时下跌风险也在累积中。在本周一早盘的时候就发表观点提醒如果在这个位置不能大力度的拉升上涨就要谨防回调。但有一点不同的是，两市资金今天虽然呈现净流出，但是周四沪港通大举净流入6.7亿，连续五日净流入，累计流入资金已近98亿元。仓位控制是很重要的，也是一门学问。在这波上涨行情中一直提倡5成仓位做中长线，5成仓位做短线。现在就要把整体操作资金收缩了。5成中长线的要逢高减仓锁定持股利润了（持股控制到两成以下），对近期涨幅过高的个股要见获利了结。不要太贪。另外5成短平快资金可以在有把握的情况下继续做短平快，快进快出见好就收。短期可关注近两个月的滞涨股，以及有色和环保板块。有色受益于收储。场内资金有望持续性的追逐。环保板块短平快思路。,,,,,,,,,,,,
9   伊利股份，基本面向好，估值提升空间较大，而且目前公司经营业没有什么利空。但二级市场走势很难看。这就是技术面了，从技术面看伊利股份近期资金流吃迅速的净流出。这是我看交易明细看出来的。希望对你有帮助，持续一年的时间跌成这样貌似还没有止跌企稳的态势。建议你等此股止跌企稳了再考虑杀进。您说的第二个比亚迪，这个我也很熟悉，很多人说这个是过百的牛股。我不这样认为。在目前中国股市，新股不断抽血。他虽说是新能源汽车概念的，就中国股市这个抽血法的怎么可能过百。如果这个票过百，大盘得4000点以上。当然，不是没有可能。如果比亚迪都能过百，那宇通客车呢，安凯客车呢，当升科技呢，奥科讯呢，多氟多呢。比亚迪生产出来的电动车目前只适用于老年人群里。使用市场相对比二级市场来说 ? 二级市场已经完全展现出来的。我说的这是基本面，如果您真喜欢新能源汽车的话。您可以看一下600066宇通客车或者是安凯客车。我估计宇通客车下一步可能重组，不管从量价上还是基本面我感觉都不低于比亚迪。现在大城市用的电动公交车，旅游车都是宇通客车和安凯客车的。出口俄罗斯的是东风汽车和长城汽车。希望能够帮到您,,,,,,,,,,,,
